Date,Total Individuals in Shelter,Easter,Thanksgiving,Christmas,Temperature
10/2/2015,57218,0,0,0,14.34
10/3/2015,57105,0,0,0,14.61
10/4/2015,57202,0,0,0,16.61
10/5/2015,57276,0,0,0,17.57
10/6/2015,57239,0,0,0,20.27
10/7/2015,57259,0,0,0,20.23
10/8/2015,57182,0,0,0,18.65
10/9/2015,57255,0,0,0,21.9
10/10/2015,57124,0,0,0,16.51
10/11/2015,57170,0,0,0,18.23
10/12/2015,57364,0,0,0,20.19
10/13/2015,57460,0,0,0,20.76
10/14/2015,57353,0,0,0,18.83
10/15/2015,57300,0,0,0,17.12
10/16/2015,57314,0,0,0,16.97
10/17/2015,57320,0,0,0,13.04
10/18/2015,57386,0,0,0,9.67
10/19/2015,57546,0,0,0,10.94
10/20/2015,57423,0,0,0,18.79
10/21/2015,57410,0,0,0,19.54
10/22/2015,57448,0,0,0,19.95
10/23/2015,57397,0,0,0,16.23
10/24/2015,57428,0,0,0,13.43
10/25/2015,57369,0,0,0,17.54
10/26/2015,57460,0,0,0,13.98
10/27/2015,57410,0,0,0,13.74
10/28/2015,57575,0,0,0,18.48
10/29/2015,57618,0,0,0,19.56
10/30/2015,57456,0,0,0,15.01
10/31/2015,57414,0,0,0,12.04
11/1/2015,57407,0,0,0,17.21
11/2/2015,57407,0,0,0,15.31
11/3/2015,57451,0,0,0,18.94
11/4/2015,57484,0,0,0,17.73
11/5/2015,57478,0,0,0,19.03
11/6/2015,57419,0,0,0,19.35
11/7/2015,57447,0,0,0,17.2
11/8/2015,57543,0,0,0,13.17
11/9/2015,57756,0,0,0,14.11
11/10/2015,57722,0,0,0,15.08
11/11/2015,57805,0,0,0,13.76
11/12/2015,57774,0,0,0,15.35
11/13/2015,57801,0,0,0,13.83
11/14/2015,57676,0,0,0,9.62
11/15/2015,57700,0,0,0,14.05
11/16/2015,57856,0,0,0,16.63
11/17/2015,57903,0,0,0,10.06
11/18/2015,57930,0,0,0,14.08
11/19/2015,57905,0,0,0,16.22
11/20/2015,57926,0,0,0,15.52
11/21/2015,57742,0,0,0,11.93
11/22/2015,57895,0,0,0,12.98
11/23/2015,58037,0,0,0,6.51
11/24/2015,57954,0,0,0,7.84
11/25/2015,57962,0,0,0,8.69
11/26/2015,57956,0,1,0,14.14
11/27/2015,57993,0,0,0,15.27
11/28/2015,57907,0,0,0,14.08
11/29/2015,57855,0,0,0,8.42
11/30/2015,57967,0,0,0,9.06
12/1/2015,57733,0,0,0,11.1
12/2/2015,57753,0,0,0,13.14
12/3/2015,57769,0,0,0,11.98
12/4/2015,57637,0,0,0,9.98
12/5/2015,57716,0,0,0,9.37
12/6/2015,57836,0,0,0,10.5
12/7/2015,57967,0,0,0,10.76
12/8/2015,57978,0,0,0,8.87
12/9/2015,57984,0,0,0,11.54
12/10/2015,58070,0,0,0,13.25
12/11/2015,57852,0,0,0,13.4
12/12/2015,57830,0,0,0,15.03
12/13/2015,57971,0,0,0,14.92
12/14/2015,57998,0,0,0,15.09
12/15/2015,57965,0,0,0,15.87
12/16/2015,58026,0,0,0,10.19
12/17/2015,58036,0,0,0,12.97
12/18/2015,57881,0,0,0,11.4
12/19/2015,57854,0,0,0,4.74
12/20/2015,57953,0,0,0,5.62
12/21/2015,58009,0,0,0,11.06
12/22/2015,57985,0,0,0,13.43
12/23/2015,57902,0,0,0,14.73
12/24/2015,57689,0,0,0,17.19
12/25/2015,57711,0,0,1,15.27
12/26/2015,57699,0,0,0,12.87
12/27/2015,57730,0,0,0,14.8
12/28/2015,57896,0,0,0,7.69
12/29/2015,57838,0,0,0,12.59
12/30/2015,57914,0,0,0,10.36
12/31/2015,57338,0,0,0,10.6
1/1/2016,57629,0,0,0,5.68
1/2/2016,57678,0,0,0,4.75
1/3/2016,57788,0,0,0,7.55
1/4/2016,57929,0,0,0,2.44
1/5/2016,58008,0,0,0,-1.42
1/6/2016,58086,0,0,0,3.79
1/7/2016,58137,0,0,0,6.44
1/8/2016,58013,0,0,0,6.66
1/9/2016,57920,0,0,0,8.89
1/10/2016,58077,0,0,0,13.37
1/11/2016,58158,0,0,0,3.03
1/12/2016,58242,0,0,0,6.55
1/13/2016,58290,0,0,0,-0.57
1/14/2016,58355,0,0,0,3.98
1/15/2016,58155,0,0,0,7.46
1/16/2016,58064,0,0,0,9.27
1/17/2016,58260,0,0,0,2.84
1/18/2016,58370,0,0,0,0.95
1/19/2016,58439,0,0,0,-1.88
1/20/2016,58305,0,0,0,2.59
1/21/2016,57983,0,0,0,2.17
1/22/2016,58283,0,0,0,-0.73
1/23/2016,58169,0,0,0,1.27
1/24/2016,58395,0,0,0,0.84
1/25/2016,58395,0,0,0,2.87
1/26/2016,58301,0,0,0,5.83
1/27/2016,58203,0,0,0,4.77
1/28/2016,58209,0,0,0,5.26
1/29/2016,58191,0,0,0,3.86
1/30/2016,58133,0,0,0,3.5
1/31/2016,58184,0,0,0,7.82
2/1/2016,58128,0,0,0,8.84
2/2/2016,58143,0,0,0,7.96
2/3/2016,58231,0,0,0,11.22
2/4/2016,58191,0,0,0,10.51
2/5/2016,58081,0,0,0,4.01
2/6/2016,58014,0,0,0,3.32
2/7/2016,58118,0,0,0,5.64
2/8/2016,58183,0,0,0,3.12
2/9/2016,58208,0,0,0,1.3
2/10/2016,58225,0,0,0,3.31
2/11/2016,58276,0,0,0,-0.77
2/12/2016,58091,0,0,0,-3.23
2/13/2016,58104,0,0,0,-3.94
2/14/2016,58217,0,0,0,-7.53
2/15/2016,58336,0,0,0,5.7
2/16/2016,58351,0,0,0,10.89
2/17/2016,58318,0,0,0,4.74
2/18/2016,58277,0,0,0,1.37
2/19/2016,58227,0,0,0,4.05
2/20/2016,58043,0,0,0,9.64
2/21/2016,58143,0,0,0,10.26
2/22/2016,58288,0,0,0,8.01
2/23/2016,58245,0,0,0,4.76
2/24/2016,58231,0,0,0,12.62
2/25/2016,58247,0,0,0,12.73
2/26/2016,58153,0,0,0,2.69
2/27/2016,58016,0,0,0,3.48
2/28/2016,58091,0,0,0,9.8
2/29/2016,58116,0,0,0,10.89
3/1/2016,58039,0,0,0,9.31
3/2/2016,58101,0,0,0,9.66
3/3/2016,58066,0,0,0,1.01
3/4/2016,57995,0,0,0,2.2
3/5/2016,57830,0,0,0,2.14
3/6/2016,57892,0,0,0,4.51
3/7/2016,58034,0,0,0,9.32
3/8/2016,57974,0,0,0,11.01
3/9/2016,57941,0,0,0,13.35
3/10/2016,57915,0,0,0,15.9
3/11/2016,57714,0,0,0,12.71
3/12/2016,57592,0,0,0,10.35
3/13/2016,57705,0,0,0,11.66
3/14/2016,57821,0,0,0,7.93
3/15/2016,57811,0,0,0,9.49
3/16/2016,57850,0,0,0,10.65
3/17/2016,57821,0,0,0,11.29
3/18/2016,57745,0,0,0,10.55
3/19/2016,57712,0,0,0,5.75
3/20/2016,57872,0,0,0,4.19
3/21/2016,57977,0,0,0,7.53
3/22/2016,57805,0,0,0,9.02
3/23/2016,57867,0,0,0,13.44
3/24/2016,57846,0,0,0,9.75
3/25/2016,57673,0,0,0,14.76
3/26/2016,57707,0,0,0,8.21
3/27/2016,57737,1,0,0,7.97
3/28/2016,57830,0,0,0,12.04
3/29/2016,57806,0,0,0,9.29
3/30/2016,57823,0,0,0,8.48
3/31/2016,57761,0,0,0,13.58
4/1/2016,57493,0,0,0,14.61
4/2/2016,57527,0,0,0,11.51
4/3/2016,57767,0,0,0,8.1
4/4/2016,57918,0,0,0,12
4/5/2016,57850,0,0,0,4.07
4/6/2016,57900,0,0,0,7.98
4/7/2016,57977,0,0,0,11.8
4/8/2016,57805,0,0,0,8.27
4/9/2016,57706,0,0,0,6.47
4/10/2016,57785,0,0,0,6.98
4/11/2016,57994,0,0,0,11.78
4/12/2016,57996,0,0,0,11.06
4/13/2016,57952,0,0,0,9.91
4/14/2016,57937,0,0,0,11.75
4/15/2016,57803,0,0,0,12.74
4/16/2016,57744,0,0,0,12.98
4/17/2016,57816,0,0,0,15.51
4/18/2016,57921,0,0,0,19.35
4/19/2016,57867,0,0,0,15.68
4/20/2016,57860,0,0,0,14.12
4/21/2016,57845,0,0,0,14.27
4/22/2016,57711,0,0,0,17.43
4/23/2016,57653,0,0,0,15.98
4/24/2016,57753,0,0,0,14.44
4/25/2016,57840,0,0,0,14.83
4/26/2016,57840,0,0,0,18.53
4/27/2016,57840,0,0,0,11.84
4/28/2016,58118,0,0,0,11.07
4/29/2016,57815,0,0,0,11.15
4/30/2016,57793,0,0,0,12.28
5/1/2016,58015,0,0,0,9.73
5/2/2016,58004,0,0,0,13.98
5/3/2016,58059,0,0,0,11.48
5/4/2016,58102,0,0,0,10.77
5/5/2016,58057,0,0,0,10.9
5/6/2016,57993,0,0,0,10.78
5/7/2016,57870,0,0,0,12.66
5/8/2016,58003,0,0,0,15.19
5/9/2016,58003,0,0,0,16.78
5/10/2016,57855,0,0,0,12.94
5/11/2016,57811,0,0,0,16.01
5/12/2016,57848,0,0,0,17
5/13/2016,57880,0,0,0,15.26
5/14/2016,57783,0,0,0,16.77
5/15/2016,57894,0,0,0,12.85
5/16/2016,58060,0,0,0,15.19
5/17/2016,58050,0,0,0,14.75
5/18/2016,58161,0,0,0,14.88
5/19/2016,58038,0,0,0,16.56
5/20/2016,57915,0,0,0,19.27
5/21/2016,57809,0,0,0,14.2
5/22/2016,57908,0,0,0,17.72
5/23/2016,57968,0,0,0,18.75
5/24/2016,57862,0,0,0,18.07
5/25/2016,57830,0,0,0,23.13
5/26/2016,57744,0,0,0,22.4
5/27/2016,57601,0,0,0,21.23
5/28/2016,57476,0,0,0,21.83
5/29/2016,57636,0,0,0,21.47
5/30/2016,57644,0,0,0,21.22
5/31/2016,57644,0,0,0,23.51
6/1/2016,57641,0,0,0,21.75
6/2/2016,57738,0,0,0,18.78
6/3/2016,57619,0,0,0,19.1
6/4/2016,57620,0,0,0,22.55
6/5/2016,57853,0,0,0,20.17
6/6/2016,57839,0,0,0,23.39
6/7/2016,57774,0,0,0,23.48
6/8/2016,57913,0,0,0,18.76
6/9/2016,57957,0,0,0,19.58
6/10/2016,57691,0,0,0,21.18
6/11/2016,57692,0,0,0,22.62
6/12/2016,57871,0,0,0,23.3
6/13/2016,57912,0,0,0,20.83
6/14/2016,57908,0,0,0,22.04
6/15/2016,57923,0,0,0,23.01
6/16/2016,57962,0,0,0,19.87
6/17/2016,57893,0,0,0,20.65
6/18/2016,57779,0,0,0,23.58
6/19/2016,57873,0,0,0,23.23
6/20/2016,57924,0,0,0,22.22
6/21/2016,57839,0,0,0,25.83
6/22/2016,57787,0,0,0,25.98
6/23/2016,57794,0,0,0,24.43
6/24/2016,57733,0,0,0,22.61
6/25/2016,57502,0,0,0,23.86
6/26/2016,57634,0,0,0,24.01
6/27/2016,57759,0,0,0,23.37
6/28/2016,57740,0,0,0,22.33
6/29/2016,57779,0,0,0,26.18
6/30/2016,57787,0,0,0,25.65
7/1/2016,57440,0,0,0,23.92
7/2/2016,57348,0,0,0,23.83
7/3/2016,57564,0,0,0,23.84
7/4/2016,57689,0,0,0,24.58
7/5/2016,57737,0,0,0,27.2
7/6/2016,57705,0,0,0,28.19
7/7/2016,57791,0,0,0,27.37
7/8/2016,57742,0,0,0,26.5
7/9/2016,57791,0,0,0,22.05
7/10/2016,57918,0,0,0,25.9
7/11/2016,57957,0,0,0,25.13
7/12/2016,57999,0,0,0,25
7/13/2016,57997,0,0,0,25.19
7/14/2016,58171,0,0,0,27.44
7/15/2016,58199,0,0,0,28.94
7/16/2016,58214,0,0,0,28.03
7/17/2016,58318,0,0,0,28.55
7/18/2016,58480,0,0,0,29.22
7/19/2016,58243,0,0,0,27.64
7/20/2016,58328,0,0,0,26.05
7/21/2016,58430,0,0,0,27.8
7/22/2016,58274,0,0,0,29.3
7/23/2016,58279,0,0,0,30.9
7/24/2016,58357,0,0,0,28.47
7/25/2016,58411,0,0,0,28.59
7/26/2016,58411,0,0,0,29.36
7/27/2016,58391,0,0,0,28.82
7/28/2016,58347,0,0,0,29.19
7/29/2016,58280,0,0,0,26.69
7/30/2016,58337,0,0,0,26.77
7/31/2016,58546,0,0,0,24.98
8/1/2016,58526,0,0,0,24.73
8/2/2016,58501,0,0,0,23.33
8/3/2016,58508,0,0,0,24.34
8/4/2016,58665,0,0,0,24.56
8/5/2016,58502,0,0,0,25.35
8/6/2016,58622,0,0,0,27.77
8/7/2016,58861,0,0,0,27.7
8/8/2016,58917,0,0,0,26.73
8/9/2016,58940,0,0,0,26.65
8/10/2016,58959,0,0,0,27.15
8/11/2016,59108,0,0,0,28.01
8/12/2016,59063,0,0,0,29.61
8/13/2016,58935,0,0,0,28.96
8/14/2016,59088,0,0,0,30.46
8/15/2016,59210,0,0,0,29.51
8/16/2016,59074,0,0,0,28.03
8/17/2016,59163,0,0,0,28.23
8/18/2016,59124,0,0,0,27.47
8/19/2016,59016,0,0,0,28.08
8/20/2016,59018,0,0,0,27
8/21/2016,59266,0,0,0,27.33
8/22/2016,59318,0,0,0,26.1
8/23/2016,59365,0,0,0,25.23
8/24/2016,59373,0,0,0,26.91
8/25/2016,59314,0,0,0,25.63
8/26/2016,59260,0,0,0,30.24
8/27/2016,59212,0,0,0,27.27
8/28/2016,59237,0,0,0,26.83
8/29/2016,59335,0,0,0,29.98
8/30/2016,59337,0,0,0,26.05
8/31/2016,59477,0,0,0,27.53
9/1/2016,59481,0,0,0,24.88
9/2/2016,59312,0,0,0,25.9
9/3/2016,59303,0,0,0,22.9
9/4/2016,59267,0,0,0,23.74
9/5/2016,59295,0,0,0,26.27
9/6/2016,59295,0,0,0,25.61
9/7/2016,59321,0,0,0,26.17
9/8/2016,59279,0,0,0,26.98
9/9/2016,59413,0,0,0,28.9
9/10/2016,59323,0,0,0,27.97
9/11/2016,59463,0,0,0,26.63
9/12/2016,59504,0,0,0,22.8
9/13/2016,59527,0,0,0,24.44
9/14/2016,59548,0,0,0,27.76
9/15/2016,59662,0,0,0,21.92
9/16/2016,59609,0,0,0,21.11
9/17/2016,59660,0,0,0,23.01
9/18/2016,59698,0,0,0,25.83
9/19/2016,59734,0,0,0,23.08
9/20/2016,59786,0,0,0,24.95
9/21/2016,59853,0,0,0,26.26
9/22/2016,59763,0,0,0,25.29
9/23/2016,59787,0,0,0,26.5
9/24/2016,59624,0,0,0,21.51
9/25/2016,59857,0,0,0,20.26
9/26/2016,59939,0,0,0,21.13
9/27/2016,59784,0,0,0,21.35
9/28/2016,59948,0,0,0,20.24
9/29/2016,59918,0,0,0,18.22
9/30/2016,59770,0,0,0,17.69
10/1/2016,59718,0,0,0,18.44
10/2/2016,59887,0,0,0,19.05
10/3/2016,59791,0,0,0,20.69
10/4/2016,59874,0,0,0,20.07
10/5/2016,59816,0,0,0,18.73
10/6/2016,59928,0,0,0,19.85
10/7/2016,59784,0,0,0,20.42
10/8/2016,59727,0,0,0,20.04
10/9/2016,59887,0,0,0,18.47
10/10/2016,59908,0,0,0,17.19
10/11/2016,59940,0,0,0,15.81
10/12/2016,59962,0,0,0,17.95
10/13/2016,59999,0,0,0,19.58
10/14/2016,59966,0,0,0,16.5
10/15/2016,59888,0,0,0,16.77
10/16/2016,59993,0,0,0,20.01
10/17/2016,59964,0,0,0,22.76
10/18/2016,60017,0,0,0,22.72
10/19/2016,60030,0,0,0,25.78
10/20/2016,60059,0,0,0,19.78
10/21/2016,59807,0,0,0,21.23
10/22/2016,59830,0,0,0,17.81
10/23/2016,59917,0,0,0,16.79
10/24/2016,59898,0,0,0,16.48
10/25/2016,60098,0,0,0,12.26
10/26/2016,60127,0,0,0,10.93
10/27/2016,60233,0,0,0,15.37
10/28/2016,60180,0,0,0,14.11
10/29/2016,60133,0,0,0,16.7
10/30/2016,60243,0,0,0,20.05
10/31/2016,60252,0,0,0,12.64
11/1/2016,60252,0,0,0,14.25
11/2/2016,60231,0,0,0,18.11
11/3/2016,60283,0,0,0,18.89
11/4/2016,60253,0,0,0,15.17
11/5/2016,60272,0,0,0,15.98
11/6/2016,60399,0,0,0,13.61
11/7/2016,60418,0,0,0,11.38
11/8/2016,60373,0,0,0,16.79
11/9/2016,60540,0,0,0,14.19
11/10/2016,60569,0,0,0,12.88
11/11/2016,60578,0,0,0,15.58
11/12/2016,60579,0,0,0,10.14
11/13/2016,60699,0,0,0,14.31
11/14/2016,60674,0,0,0,14.67
11/15/2016,60588,0,0,0,12.51
11/16/2016,60667,0,0,0,15.15
11/17/2016,60709,0,0,0,15.13
11/18/2016,60608,0,0,0,15.71
11/19/2016,60318,0,0,0,14.44
11/20/2016,60424,0,0,0,6.08
11/21/2016,60445,0,0,0,5.61
11/22/2016,60507,0,0,0,6.14
11/23/2016,60504,0,0,0,7.83
11/24/2016,60577,0,1,0,11.7
11/25/2016,60484,0,0,0,11.63
11/26/2016,60504,0,0,0,10.53
11/27/2016,60582,0,0,0,9.61
11/28/2016,60602,0,0,0,10.23
11/29/2016,60553,0,0,0,14.23
11/30/2016,60579,0,0,0,13.48
12/1/2016,60567,0,0,0,14.69
12/2/2016,60563,0,0,0,9.95
12/3/2016,60488,0,0,0,8.59
12/4/2016,60671,0,0,0,7.01
12/5/2016,60686,0,0,0,8.94
12/6/2016,60667,0,0,0,8.08
12/7/2016,60702,0,0,0,7.42
12/8/2016,60623,0,0,0,6.82
12/9/2016,60531,0,0,0,4.12
12/10/2016,60449,0,0,0,2.51
12/11/2016,60384,0,0,0,5.38
12/12/2016,60480,0,0,0,7.13
12/13/2016,60581,0,0,0,4.94
12/14/2016,60662,0,0,0,5.47
12/15/2016,60688,0,0,0,3.01
12/16/2016,60552,0,0,0,-0.75
12/17/2016,60447,0,0,0,6.16
12/18/2016,60434,0,0,0,12.54
12/19/2016,60494,0,0,0,-0.02
12/20/2016,60401,0,0,0,1.06
12/21/2016,60382,0,0,0,3.98
12/22/2016,60313,0,0,0,7.47
12/23/2016,60172,0,0,0,6.38
12/24/2016,59972,0,0,0,6.37
12/25/2016,60080,0,0,1,7.74
12/26/2016,60106,0,0,0,7.88
12/27/2016,60115,0,0,0,12.74
12/28/2016,60187,0,0,0,5.11
12/29/2016,60141,0,0,0,8.58
12/30/2016,59943,0,0,0,4.5
12/31/2016,59644,0,0,0,5.88
1/1/2017,59895,0,0,0,7.74
1/2/2017,60056,0,0,0,6.4
1/3/2017,60022,0,0,0,7.77
1/4/2017,60041,0,0,0,9.31
1/5/2017,60150,0,0,0,0.76
1/6/2017,60091,0,0,0,1.34
1/7/2017,60215,0,0,0,-1.85
1/8/2017,60249,0,0,0,-3.39
1/9/2017,60373,0,0,0,-3.6
1/10/2017,60237,0,0,0,6.4
1/11/2017,60248,0,0,0,7.46
1/12/2017,60244,0,0,0,12.5
1/13/2017,60259,0,0,0,10.23
1/14/2017,60198,0,0,0,1.06
1/15/2017,60188,0,0,0,3.51
1/16/2017,60115,0,0,0,4.26
1/17/2017,60306,0,0,0,5.26
1/18/2017,60306,0,0,0,5.38
1/19/2017,60275,0,0,0,7.55
1/20/2017,60240,0,0,0,6.73
1/21/2017,60226,0,0,0,7.86
1/22/2017,60226,0,0,0,8.78
1/23/2017,60226,0,0,0,6.19
1/24/2017,60226,0,0,0,4.94
1/25/2017,60226,0,0,0,7.12
1/26/2017,60424,0,0,0,8.44
1/27/2017,60334,0,0,0,5.05
1/28/2017,60246,0,0,0,3.64
1/29/2017,60309,0,0,0,4.73
1/30/2017,60403,0,0,0,2.24
1/31/2017,60321,0,0,0,2.68
2/1/2017,60183,0,0,0,6.41
2/2/2017,60109,0,0,0,5.6
2/3/2017,60073,0,0,0,0.23
2/4/2017,60112,0,0,0,1.12
2/5/2017,60229,0,0,0,4.84
2/6/2017,60330,0,0,0,6.17
2/7/2017,60179,0,0,0,6.84
2/8/2017,60198,0,0,0,12.44
2/9/2017,60311,0,0,0,3.8
2/10/2017,60198,0,0,0,-0.49
2/11/2017,60076,0,0,0,4.75
2/12/2017,60111,0,0,0,4.76
2/13/2017,60097,0,0,0,2.8
2/14/2017,60155,0,0,0,2.94
2/15/2017,60126,0,0,0,4.67
2/16/2017,60105,0,0,0,1.23
2/17/2017,60033,0,0,0,3.8
2/18/2017,59976,0,0,0,9.58
2/19/2017,59966,0,0,0,12.76
2/20/2017,60048,0,0,0,8.57
2/21/2017,60061,0,0,0,5.76
2/22/2017,59972,0,0,0,8.98
2/23/2017,59955,0,0,0,11.9
2/24/2017,59843,0,0,0,12.91
2/25/2017,59866,0,0,0,11.72
2/26/2017,59944,0,0,0,5.78
2/27/2017,59997,0,0,0,7.86
2/28/2017,59909,0,0,0,11.01
3/1/2017,59830,0,0,0,13.78
3/2/2017,59794,0,0,0,13.13
3/3/2017,59757,0,0,0,2.65
3/4/2017,59738,0,0,0,-0.85
3/5/2017,59758,0,0,0,1.01
3/6/2017,59910,0,0,0,4.09
3/7/2017,59842,0,0,0,8.86
3/8/2017,59735,0,0,0,10.76
3/9/2017,59793,0,0,0,11.44
3/10/2017,59597,0,0,0,5.25
3/11/2017,59630,0,0,0,-1.38
3/12/2017,59582,0,0,0,-0.81
3/13/2017,59851,0,0,0,0.87
3/14/2017,59860,0,0,0,3.87
3/15/2017,59830,0,0,0,-2.55
3/16/2017,59760,0,0,0,1.8
3/17/2017,59686,0,0,0,4.25
3/18/2017,59464,0,0,0,4.72
3/19/2017,59489,0,0,0,5.94
3/20/2017,59537,0,0,0,7.62
3/21/2017,59374,0,0,0,10.33
3/22/2017,59377,0,0,0,5.65
3/23/2017,59404,0,0,0,4.22
3/24/2017,59281,0,0,0,8.74
3/25/2017,59158,0,0,0,10.16
3/26/2017,59244,0,0,0,5.49
3/27/2017,59355,0,0,0,10.47
3/28/2017,59253,0,0,0,7.69
3/29/2017,59244,0,0,0,10.69
3/30/2017,59240,0,0,0,7.66
3/31/2017,59042,0,0,0,6.44
4/1/2017,58774,0,0,0,7.19
4/2/2017,58793,0,0,0,11.76
4/3/2017,58983,0,0,0,10.14
4/4/2017,58963,0,0,0,12.69
4/5/2017,58965,0,0,0,12.61
4/6/2017,58881,0,0,0,12.59
4/7/2017,58803,0,0,0,8.16
4/8/2017,58790,0,0,0,9.73
4/9/2017,58872,0,0,0,12.05
4/10/2017,58918,0,0,0,13.95
4/11/2017,58869,0,0,0,14.9
4/12/2017,58793,0,0,0,16.32
4/13/2017,58793,0,0,0,13.73
4/14/2017,58793,0,0,0,12.38
4/15/2017,58793,0,0,0,11.58
4/16/2017,58793,1,0,0,19.97
4/17/2017,58793,0,0,0,16.15
4/18/2017,58835,0,0,0,12.69
4/19/2017,58921,0,0,0,9.67
4/20/2017,58930,0,0,0,13.87
4/21/2017,58860,0,0,0,11.44
4/22/2017,58927,0,0,0,12.26
4/23/2017,59031,0,0,0,12.3
4/24/2017,59051,0,0,0,11.47
4/25/2017,59038,0,0,0,11.94
4/26/2017,59011,0,0,0,13.87
4/27/2017,59059,0,0,0,14.84
4/28/2017,58927,0,0,0,19.97
4/29/2017,58756,0,0,0,20.81
4/30/2017,58878,0,0,0,13.86
5/1/2017,58892,0,0,0,17.23
5/2/2017,58702,0,0,0,18.36
5/3/2017,58803,0,0,0,14.48
5/4/2017,58704,0,0,0,12.48
5/5/2017,58543,0,0,0,14.13
5/6/2017,58506,0,0,0,14.48
5/7/2017,58644,0,0,0,12.55
5/8/2017,58753,0,0,0,12.61
5/9/2017,58721,0,0,0,13.65
5/10/2017,58745,0,0,0,13.72
5/11/2017,58750,0,0,0,13.18
5/12/2017,58646,0,0,0,13.17
5/13/2017,58695,0,0,0,10.86
5/14/2017,58695,0,0,0,15.74
5/15/2017,58619,0,0,0,16.08
5/16/2017,58634,0,0,0,18.82
5/17/2017,58809,0,0,0,20.52
5/18/2017,58667,0,0,0,23.09
5/19/2017,58621,0,0,0,23.83
5/20/2017,58693,0,0,0,15.53
5/21/2017,58703,0,0,0,14.89
5/22/2017,58716,0,0,0,15.11
5/23/2017,58581,0,0,0,18.55
5/24/2017,58581,0,0,0,16.4
5/25/2017,58581,0,0,0,15.62
5/26/2017,58581,0,0,0,19.73
5/27/2017,58581,0,0,0,19.37
5/28/2017,58541,0,0,0,16.64
5/29/2017,58550,0,0,0,14.08
5/30/2017,58505,0,0,0,14.6
5/31/2017,58412,0,0,0,19.48
6/1/2017,58261,0,0,0,21.02
6/2/2017,58322,0,0,0,19.65
6/3/2017,58200,0,0,0,18.8
6/4/2017,58349,0,0,0,18.12
6/5/2017,58474,0,0,0,19.25
6/6/2017,58302,0,0,0,14.97
6/7/2017,58463,0,0,0,17.39
6/8/2017,58381,0,0,0,16.72
6/9/2017,58298,0,0,0,21.76
6/10/2017,58210,0,0,0,22.09
6/11/2017,58257,0,0,0,24.08
6/12/2017,58238,0,0,0,25.87
6/13/2017,58168,0,0,0,26.29
6/14/2017,58264,0,0,0,22.16
6/15/2017,58250,0,0,0,19.76
6/16/2017,58195,0,0,0,19.69
6/17/2017,58180,0,0,0,21.23
6/18/2017,58284,0,0,0,23.29
6/19/2017,58404,0,0,0,23.55
6/20/2017,58218,0,0,0,24.15
6/21/2017,58245,0,0,0,24.19
6/22/2017,58245,0,0,0,23.17
6/23/2017,58245,0,0,0,24.05
6/24/2017,58245,0,0,0,25.12
6/25/2017,58290,0,0,0,23.66
6/26/2017,58273,0,0,0,22.32
6/27/2017,58351,0,0,0,22.12
6/28/2017,58369,0,0,0,22.68
6/29/2017,58371,0,0,0,22.91
6/30/2017,58159,0,0,0,23.69
