Date,Total Individuals in Shelter,Easter,Thanksgiving,Christmas,Temperature
7/1/2017,58141,0,0,0,23.33
7/2/2017,58134,0,0,0,25.65
7/3/2017,58101,0,0,0,25.72
7/4/2017,57937,0,0,0,25.73
7/5/2017,58128,0,0,0,23.58
7/6/2017,58160,0,0,0,22.07
7/7/2017,58153,0,0,0,23.02
7/8/2017,58157,0,0,0,25.83
7/9/2017,58250,0,0,0,24.7
7/10/2017,58273,0,0,0,24.94
7/11/2017,58271,0,0,0,26.31
7/12/2017,58319,0,0,0,27.14
7/13/2017,58257,0,0,0,28.37
7/14/2017,58356,0,0,0,22.73
7/15/2017,58376,0,0,0,26.01
7/16/2017,58479,0,0,0,25.51
7/17/2017,58483,0,0,0,25.38
7/18/2017,58417,0,0,0,25.98
7/19/2017,58482,0,0,0,28.35
7/20/2017,58498,0,0,0,28.97
7/21/2017,58438,0,0,0,29.09
7/22/2017,58450,0,0,0,28.23
7/23/2017,58490,0,0,0,24.28
7/24/2017,58491,0,0,0,23.7
7/25/2017,58515,0,0,0,21.03
7/26/2017,58575,0,0,0,22.23
7/27/2017,58595,0,0,0,23.87
7/28/2017,58513,0,0,0,24.82
7/29/2017,58491,0,0,0,21.9
7/30/2017,58553,0,0,0,24.79
7/31/2017,58574,0,0,0,26.05
8/1/2017,58365,0,0,0,27.73
8/2/2017,58448,0,0,0,25.37
8/3/2017,58528,0,0,0,25.4
8/4/2017,58519,0,0,0,25.42
8/5/2017,58562,0,0,0,25.25
8/6/2017,58765,0,0,0,23.81
8/7/2017,58803,0,0,0,22.21
8/8/2017,58728,0,0,0,24.13
8/9/2017,58675,0,0,0,25.17
8/10/2017,58836,0,0,0,24.43
8/11/2017,58733,0,0,0,24.11
8/12/2017,58752,0,0,0,24.15
8/13/2017,58916,0,0,0,26.37
8/14/2017,58979,0,0,0,24.64
8/15/2017,58975,0,0,0,23.43
8/16/2017,59114,0,0,0,27.13
8/17/2017,58945,0,0,0,24.59
8/18/2017,58876,0,0,0,25.86
8/19/2017,58802,0,0,0,27.12
8/20/2017,58957,0,0,0,26.17
8/21/2017,59052,0,0,0,26.59
8/22/2017,58992,0,0,0,27.33
8/23/2017,59071,0,0,0,25.55
8/24/2017,59126,0,0,0,24.95
8/25/2017,59112,0,0,0,24.19
8/26/2017,59027,0,0,0,23.39
8/27/2017,59103,0,0,0,23.23
8/28/2017,59271,0,0,0,22.33
8/29/2017,59311,0,0,0,20.44
8/30/2017,59512,0,0,0,23.57
8/31/2017,59502,0,0,0,25.23
9/1/2017,59352,0,0,0,20.91
9/2/2017,59271,0,0,0,19.6
9/3/2017,59480,0,0,0,22.01
9/4/2017,59401,0,0,0,23.77
9/5/2017,59556,0,0,0,24.83
9/6/2017,59514,0,0,0,22.03
9/7/2017,59575,0,0,0,21.92
9/8/2017,59597,0,0,0,21.55
9/9/2017,59530,0,0,0,20.57
9/10/2017,59625,0,0,0,21.62
9/11/2017,59832,0,0,0,22.82
9/12/2017,59775,0,0,0,23.86
9/13/2017,59812,0,0,0,23.79
9/14/2017,59863,0,0,0,24.36
9/15/2017,59811,0,0,0,24.34
9/16/2017,59835,0,0,0,23.75
9/17/2017,59971,0,0,0,23.55
9/18/2017,59882,0,0,0,23.38
9/19/2017,59966,0,0,0,22.12
9/20/2017,60019,0,0,0,24.33
9/21/2017,60116,0,0,0,23.73
9/22/2017,60040,0,0,0,25.26
9/23/2017,60114,0,0,0,27.15
9/24/2017,60111,0,0,0,26.3
9/25/2017,60021,0,0,0,25.1
9/26/2017,60056,0,0,0,23.56
9/27/2017,60094,0,0,0,25.35
9/28/2017,60143,0,0,0,24.3
9/29/2017,59922,0,0,0,19.77
9/30/2017,59889,0,0,0,17.99
10/1/2017,60097,0,0,0,18.73
10/2/2017,60045,0,0,0,20.67
10/3/2017,60148,0,0,0,18.98
10/4/2017,60214,0,0,0,21.15
10/5/2017,60051,0,0,0,23.94
10/6/2017,60050,0,0,0,23.94
10/7/2017,59885,0,0,0,22.71
10/8/2017,60010,0,0,0,23.23
10/9/2017,60089,0,0,0,22.77
10/10/2017,60237,0,0,0,24.85
10/11/2017,60350,0,0,0,22.15
10/12/2017,60334,0,0,0,18.1
10/13/2017,60317,0,0,0,18.63
10/14/2017,60147,0,0,0,21.47
10/15/2017,60335,0,0,0,22
10/16/2017,60436,0,0,0,19.23
10/17/2017,60305,0,0,0,14.4
10/18/2017,60525,0,0,0,20.55
10/19/2017,60525,0,0,0,19.82
10/20/2017,60447,0,0,0,21.26
10/21/2017,60519,0,0,0,21.76
10/22/2017,60537,0,0,0,20.37
10/23/2017,60358,0,0,0,20.6
10/24/2017,60381,0,0,0,21.23
10/25/2017,60452,0,0,0,18.2
10/26/2017,60457,0,0,0,16.44
10/27/2017,60216,0,0,0,16.13
10/28/2017,60182,0,0,0,18.8
10/29/2017,60310,0,0,0,19.32
10/30/2017,60351,0,0,0,16.89
10/31/2017,60178,0,0,0,13.93
11/1/2017,60109,0,0,0,15.24
11/2/2017,59993,0,0,0,19.5
11/3/2017,59993,0,0,0,19.73
11/4/2017,59993,0,0,0,13.33
11/5/2017,60066,0,0,0,16.45
11/6/2017,60265,0,0,0,18.4
11/7/2017,60217,0,0,0,10.19
11/8/2017,60279,0,0,0,9.9
11/9/2017,60218,0,0,0,12.26
11/10/2017,60248,0,0,0,12.15
11/11/2017,60078,0,0,0,3.87
11/12/2017,60287,0,0,0,8.07
11/13/2017,60305,0,0,0,8.93
11/14/2017,60325,0,0,0,8.21
11/15/2017,60352,0,0,0,10.73
11/16/2017,60381,0,0,0,13.56
11/17/2017,60381,0,0,0,9.08
11/18/2017,60163,0,0,0,14.17
11/19/2017,60208,0,0,0,15.01
11/20/2017,60363,0,0,0,8.41
11/21/2017,60368,0,0,0,13.22
11/22/2017,60316,0,0,0,12.68
11/23/2017,60215,0,1,0,5.56
11/24/2017,60261,0,0,0,9.62
11/25/2017,60113,0,0,0,12.3
11/26/2017,60179,0,0,0,8.6
11/27/2017,60279,0,0,0,10.36
11/28/2017,60341,0,0,0,11.23
11/29/2017,60375,0,0,0,14.4
11/30/2017,60230,0,0,0,11.06
12/1/2017,60149,0,0,0,10.37
12/2/2017,60164,0,0,0,8.28
12/3/2017,60288,0,0,0,10.09
12/4/2017,60348,0,0,0,10.3
12/5/2017,60331,0,0,0,13.87
12/6/2017,60535,0,0,0,14.06
12/7/2017,60452,0,0,0,7.37
12/8/2017,60341,0,0,0,5.05
12/9/2017,60369,0,0,0,2.67
12/10/2017,60508,0,0,0,4.37
12/11/2017,60508,0,0,0,5.08
12/12/2017,60451,0,0,0,9.47
12/13/2017,60510,0,0,0,0.52
12/14/2017,60593,0,0,0,3.05
12/15/2017,60585,0,0,0,-0.9
12/16/2017,60447,0,0,0,4.55
12/17/2017,60509,0,0,0,3.29
12/18/2017,60480,0,0,0,7.63
12/19/2017,60358,0,0,0,10.69
12/20/2017,60359,0,0,0,7.36
12/21/2017,60383,0,0,0,3.72
12/22/2017,60308,0,0,0,9.02
12/23/2017,60176,0,0,0,11.44
12/24/2017,60207,0,0,0,5.14
12/25/2017,60286,0,0,1,6.51
12/26/2017,60228,0,0,0,-0.35
12/27/2017,60033,0,0,0,-2.02
12/28/2017,60079,0,0,0,-5.64
12/29/2017,60050,0,0,0,-3.81
12/30/2017,60017,0,0,0,-2.86
12/31/2017,59933,0,0,0,-4.52
1/1/2018,60099,0,0,0,-6.06
1/2/2018,60126,0,0,0,-2.89
1/3/2018,59843,0,0,0,-0.1
1/4/2018,60097,0,0,0,0.26
1/5/2018,59920,0,0,0,-6.34
1/6/2018,59892,0,0,0,-8.85
1/7/2018,60092,0,0,0,-6.25
1/8/2018,60160,0,0,0,0.62
1/9/2018,60044,0,0,0,4
1/10/2018,60108,0,0,0,4.2
1/11/2018,60296,0,0,0,5.9
1/12/2018,60213,0,0,0,9.07
1/13/2018,60177,0,0,0,10.01
1/14/2018,60401,0,0,0,-2.94
1/15/2018,60480,0,0,0,-0.85
1/16/2018,60441,0,0,0,4.06
1/17/2018,60531,0,0,0,3.86
1/18/2018,60560,0,0,0,0.59
1/19/2018,60537,0,0,0,2.58
1/20/2018,60630,0,0,0,7.36
1/21/2018,60703,0,0,0,7.19
1/22/2018,60647,0,0,0,6.18
1/23/2018,60732,0,0,0,11.69
1/24/2018,60795,0,0,0,4.09
1/25/2018,60845,0,0,0,0.96
1/26/2018,60843,0,0,0,1.8
1/27/2018,60797,0,0,0,7.78
1/28/2018,60861,0,0,0,7.87
1/29/2018,60903,0,0,0,5.19
1/30/2018,60915,0,0,0,2.2
1/31/2018,61038,0,0,0,0.86
2/1/2018,61029,0,0,0,4.18
2/2/2018,60950,0,0,0,2.8
2/3/2018,61002,0,0,0,-0.69
2/4/2018,61025,0,0,0,5.94
2/5/2018,61025,0,0,0,2.74
2/6/2018,61002,0,0,0,2.99
2/7/2018,61075,0,0,0,7.53
2/8/2018,60971,0,0,0,0.83
2/9/2018,60926,0,0,0,3.64
2/10/2018,60716,0,0,0,6.19
2/11/2018,60792,0,0,0,9.07
2/12/2018,60754,0,0,0,9.03
2/13/2018,60760,0,0,0,1.83
2/14/2018,60755,0,0,0,6.91
2/15/2018,60775,0,0,0,8.59
2/16/2018,60593,0,0,0,11.15
2/17/2018,60486,0,0,0,2.94
2/18/2018,60561,0,0,0,5.08
2/19/2018,60552,0,0,0,7.07
2/20/2018,60529,0,0,0,12.58
2/21/2018,60472,0,0,0,14.34
2/22/2018,60570,0,0,0,8.05
2/23/2018,60478,0,0,0,4.95
2/24/2018,60366,0,0,0,9.87
2/25/2018,60427,0,0,0,6.23
2/26/2018,60470,0,0,0,7.91
2/27/2018,60457,0,0,0,8.79
2/28/2018,60443,0,0,0,9.54
3/1/2018,60384,0,0,0,9.54
3/2/2018,60423,0,0,0,5.19
3/3/2018,60284,0,0,0,5.9
3/4/2018,60363,0,0,0,5.93
3/5/2018,60419,0,0,0,4.71
3/6/2018,60394,0,0,0,5.29
3/7/2018,60488,0,0,0,2.99
3/8/2018,60506,0,0,0,3.61
3/9/2018,60355,0,0,0,4.18
3/10/2018,60282,0,0,0,3.65
3/11/2018,60416,0,0,0,5.15
3/12/2018,60449,0,0,0,4.83
3/13/2018,60302,0,0,0,4.16
3/14/2018,60336,0,0,0,3.44
3/15/2018,60425,0,0,0,6.05
3/16/2018,60318,0,0,0,3
3/17/2018,60312,0,0,0,6.57
3/18/2018,60381,0,0,0,4.52
3/19/2018,60355,0,0,0,5.79
3/20/2018,60421,0,0,0,2.4
3/21/2018,60529,0,0,0,2.3
3/22/2018,60366,0,0,0,7.02
3/23/2018,60232,0,0,0,6.78
3/24/2018,60053,0,0,0,7.12
3/25/2018,60138,0,0,0,5.15
3/26/2018,60133,0,0,0,5.77
3/27/2018,60089,0,0,0,4.01
3/28/2018,60058,0,0,0,8.01
3/29/2018,59980,0,0,0,8.45
3/30/2018,59735,0,0,0,10.99
3/31/2018,59731,0,0,0,8.44
4/1/2018,59829,1,0,0,11.01
4/2/2018,59892,0,0,0,4.98
4/3/2018,59831,0,0,0,5.87
4/4/2018,59831,0,0,0,12.29
4/5/2018,59790,0,0,0,5.54
4/6/2018,59813,0,0,0,9.67
4/7/2018,59745,0,0,0,7.12
4/8/2018,59751,0,0,0,5.12
4/9/2018,59910,0,0,0,5.76
4/10/2018,59899,0,0,0,7.69
4/11/2018,59933,0,0,0,7.82
4/12/2018,59932,0,0,0,10.37
4/13/2018,59739,0,0,0,15.67
4/14/2018,59622,0,0,0,16.09
4/15/2018,59766,0,0,0,5.64
4/16/2018,59769,0,0,0,12.41
4/17/2018,59801,0,0,0,7.48
4/18/2018,59765,0,0,0,9.23
4/19/2018,59745,0,0,0,8.56
4/20/2018,59626,0,0,0,8.88
4/21/2018,59612,0,0,0,11.6
4/22/2018,59617,0,0,0,13.19
4/23/2018,59701,0,0,0,11.37
4/24/2018,59546,0,0,0,11.77
4/25/2018,59638,0,0,0,12.13
4/26/2018,59651,0,0,0,15.04
4/27/2018,59604,0,0,0,11.48
4/28/2018,59536,0,0,0,13.4
4/29/2018,59568,0,0,0,12.08
4/30/2018,59587,0,0,0,9.41
5/1/2018,59508,0,0,0,18.74
5/2/2018,59465,0,0,0,20.33
5/3/2018,59352,0,0,0,21.26
5/4/2018,59255,0,0,0,18.36
5/5/2018,59135,0,0,0,16.61
5/6/2018,59248,0,0,0,13.06
5/7/2018,59284,0,0,0,17.67
5/8/2018,59261,0,0,0,15.46
5/9/2018,59345,0,0,0,16.08
5/10/2018,59367,0,0,0,14.65
5/11/2018,59177,0,0,0,18.65
5/12/2018,59172,0,0,0,14.74
5/13/2018,59279,0,0,0,12.19
5/14/2018,59231,0,0,0,16.68
5/15/2018,59317,0,0,0,19.96
5/16/2018,59474,0,0,0,14.93
5/17/2018,59439,0,0,0,17.23
5/18/2018,59363,0,0,0,15.01
5/19/2018,59177,0,0,0,13.9
5/20/2018,59158,0,0,0,21.46
5/21/2018,59031,0,0,0,19.37
5/22/2018,59146,0,0,0,15.8
5/23/2018,59118,0,0,0,21.48
5/24/2018,59049,0,0,0,23.19
5/25/2018,58890,0,0,0,21.71
5/26/2018,58848,0,0,0,23.32
5/27/2018,58878,0,0,0,19.6
5/28/2018,58972,0,0,0,15.87
5/29/2018,58946,0,0,0,22.23
5/30/2018,58900,0,0,0,17.63
5/31/2018,58786,0,0,0,17.63
6/1/2018,58693,0,0,0,21.04
6/2/2018,58645,0,0,0,24.73
6/3/2018,58805,0,0,0,16.21
6/4/2018,58846,0,0,0,19.23
6/5/2018,58716,0,0,0,19.6
6/6/2018,58787,0,0,0,18.15
6/7/2018,58759,0,0,0,17.2
6/8/2018,58706,0,0,0,21.3
6/9/2018,58757,0,0,0,22.24
6/10/2018,58910,0,0,0,18.37
6/11/2018,58726,0,0,0,18.4
6/12/2018,58722,0,0,0,18.68
6/13/2018,58823,0,0,0,20.83
6/14/2018,58834,0,0,0,23.19
6/15/2018,58710,0,0,0,20.73
6/16/2018,58732,0,0,0,23.67
6/17/2018,58904,0,0,0,24.51
6/18/2018,58985,0,0,0,24.13
6/19/2018,58807,0,0,0,25.7
6/20/2018,58790,0,0,0,23.3
6/21/2018,58714,0,0,0,25.42
6/22/2018,58623,0,0,0,20.85
6/23/2018,58576,0,0,0,20.17
6/24/2018,58723,0,0,0,23.71
6/25/2018,58822,0,0,0,23.55
6/26/2018,58663,0,0,0,21.17
6/27/2018,58773,0,0,0,21.61
6/28/2018,58976,0,0,0,24.87
6/29/2018,58755,0,0,0,27.62
6/30/2018,58727,0,0,0,27.87
7/1/2018,58950,0,0,0,29.97
7/2/2018,59018,0,0,0,27.76
7/3/2018,59052,0,0,0,27.3
7/4/2018,58978,0,0,0,26.84
7/5/2018,59051,0,0,0,27.64
7/6/2018,58873,0,0,0,25.44
7/7/2018,58908,0,0,0,21.83
7/8/2018,59065,0,0,0,23.73
7/9/2018,59056,0,0,0,25.54
7/10/2018,59010,0,0,0,27.44
7/11/2018,59046,0,0,0,27.08
7/12/2018,58964,0,0,0,24.57
7/13/2018,58861,0,0,0,24.47
7/14/2018,58887,0,0,0,26.87
7/15/2018,59015,0,0,0,25.61
7/16/2018,58958,0,0,0,27.37
7/17/2018,58936,0,0,0,26.29
7/18/2018,59060,0,0,0,26.78
7/19/2018,59025,0,0,0,25.01
7/20/2018,58822,0,0,0,24.7
7/21/2018,58870,0,0,0,22.67
7/22/2018,58936,0,0,0,24.69
7/23/2018,58892,0,0,0,24.65
7/24/2018,58962,0,0,0,25.71
7/25/2018,59102,0,0,0,24.73
7/26/2018,59008,0,0,0,26.73
7/27/2018,58929,0,0,0,26.3
7/28/2018,58904,0,0,0,26.87
7/29/2018,59021,0,0,0,26.15
7/30/2018,58961,0,0,0,25.03
7/31/2018,58952,0,0,0,24.92
8/1/2018,58869,0,0,0,26.98
8/2/2018,58863,0,0,0,27.21
8/3/2018,58840,0,0,0,26.91
8/4/2018,58928,0,0,0,27.37
8/5/2018,59088,0,0,0,28.8
8/6/2018,59116,0,0,0,29.21
8/7/2018,59263,0,0,0,27.95
8/8/2018,59217,0,0,0,28.6
8/9/2018,59238,0,0,0,28.69
8/10/2018,59169,0,0,0,28.54
8/11/2018,59256,0,0,0,26.24
8/12/2018,59300,0,0,0,26.19
8/13/2018,59256,0,0,0,24.63
8/14/2018,59295,0,0,0,26.13
8/15/2018,59507,0,0,0,27.96
8/16/2018,59485,0,0,0,28.61
8/17/2018,59409,0,0,0,26.62
8/18/2018,59446,0,0,0,27.38
8/19/2018,59592,0,0,0,23.04
8/20/2018,59702,0,0,0,23.1
8/21/2018,59555,0,0,0,23.62
8/22/2018,59776,0,0,0,26.17
8/23/2018,59744,0,0,0,24.11
8/24/2018,59646,0,0,0,25.14
8/25/2018,59629,0,0,0,24.26
8/26/2018,59861,0,0,0,25.57
8/27/2018,59834,0,0,0,27.92
8/28/2018,59660,0,0,0,28.67
8/29/2018,59843,0,0,0,29.48
8/30/2018,59814,0,0,0,29.33
8/31/2018,59626,0,0,0,24.23
9/1/2018,59604,0,0,0,22.7
9/2/2018,59777,0,0,0,25.28
9/3/2018,59788,0,0,0,27.9
9/4/2018,59779,0,0,0,30.19
9/5/2018,59815,0,0,0,27.59
9/6/2018,59747,0,0,0,29.59
9/7/2018,59785,0,0,0,24.4
9/8/2018,59891,0,0,0,22.62
9/9/2018,60107,0,0,0,18.83
9/10/2018,60094,0,0,0,21.25
9/11/2018,60169,0,0,0,23.7
9/12/2018,60309,0,0,0,24.29
9/13/2018,60240,0,0,0,23.8
9/14/2018,60088,0,0,0,23.01
9/15/2018,60153,0,0,0,23.65
9/16/2018,60280,0,0,0,24.36
9/17/2018,60351,0,0,0,24.25
9/18/2018,60437,0,0,0,25.15
9/19/2018,60505,0,0,0,24.45
9/20/2018,60468,0,0,0,21.16
9/21/2018,60551,0,0,0,22.68
9/22/2018,60586,0,0,0,22.19
9/23/2018,60670,0,0,0,18.71
9/24/2018,60719,0,0,0,19.58
9/25/2018,60757,0,0,0,22.69
9/26/2018,60734,0,0,0,24.51
9/27/2018,60669,0,0,0,21.09
9/28/2018,60458,0,0,0,20.41
9/29/2018,60394,0,0,0,22.01
9/30/2018,60440,0,0,0,20.05
10/1/2018,60391,0,0,0,22.8
10/2/2018,60523,0,0,0,23.33
10/3/2018,60587,0,0,0,22.87
10/4/2018,60699,0,0,0,23.3
10/5/2018,60657,0,0,0,20
10/6/2018,60657,0,0,0,19.91
10/7/2018,60733,0,0,0,24.51
10/8/2018,60779,0,0,0,21.55
10/9/2018,60834,0,0,0,23.15
10/10/2018,60834,0,0,0,23.62
10/11/2018,60798,0,0,0,23.35
10/12/2018,60807,0,0,0,21.61
10/13/2018,60894,0,0,0,14.44
10/14/2018,60961,0,0,0,15.36
10/15/2018,60967,0,0,0,20.58
10/16/2018,60918,0,0,0,17.05
10/17/2018,61003,0,0,0,16.83
10/18/2018,60919,0,0,0,11.58
10/19/2018,60876,0,0,0,15.44
10/20/2018,60862,0,0,0,16.95
10/21/2018,60940,0,0,0,11.62
10/22/2018,60866,0,0,0,11.89
10/23/2018,60877,0,0,0,17.03
10/24/2018,60959,0,0,0,12.96
10/25/2018,60896,0,0,0,11.59
10/26/2018,60889,0,0,0,10.45
10/27/2018,60907,0,0,0,13.88
10/28/2018,60957,0,0,0,12.89
10/29/2018,60893,0,0,0,13.94
10/30/2018,60856,0,0,0,12.91
10/31/2018,60868,0,0,0,16.29
11/1/2018,60796,0,0,0,18.21
11/2/2018,60736,0,0,0,18.08
11/3/2018,60797,0,0,0,17.52
11/4/2018,60845,0,0,0,11.66
11/5/2018,60878,0,0,0,13.12
11/6/2018,60847,0,0,0,17.22
11/7/2018,61049,0,0,0,15.84
11/8/2018,61062,0,0,0,11.97
11/9/2018,60871,0,0,0,13.19
11/10/2018,60927,0,0,0,11.36
11/11/2018,61018,0,0,0,8.02
11/12/2018,61064,0,0,0,10.05
11/13/2018,61108,0,0,0,13.16
11/14/2018,61174,0,0,0,6.27
11/15/2018,61052,0,0,0,6.27
11/16/2018,61083,0,0,0,8.48
11/17/2018,61032,0,0,0,8.62
11/18/2018,61083,0,0,0,8.33
11/19/2018,61013,0,0,0,9.36
11/20/2018,61043,0,0,0,9.26
11/21/2018,60984,0,0,0,7.68
11/22/2018,60990,0,1,0,-0.59
11/23/2018,60946,0,0,0,1.43
11/24/2018,60834,0,0,0,10.72
11/25/2018,60777,0,0,0,11.54
11/26/2018,60870,0,0,0,11.47
11/27/2018,60911,0,0,0,8.33
11/28/2018,60934,0,0,0,5.4
11/29/2018,60992,0,0,0,7.51
11/30/2018,60793,0,0,0,6.19
12/1/2018,60719,0,0,0,7.88
12/2/2018,60813,0,0,0,13.4
12/3/2018,60847,0,0,0,11.09
12/4/2018,60955,0,0,0,6.12
12/5/2018,61074,0,0,0,2.96
12/6/2018,61061,0,0,0,4.42
12/7/2018,60936,0,0,0,4.21
12/8/2018,60879,0,0,0,2.09
12/9/2018,61085,0,0,0,2.34
12/10/2018,61065,0,0,0,3.52
12/11/2018,61048,0,0,0,3.94
12/12/2018,61104,0,0,0,4.47
12/13/2018,61162,0,0,0,6.3
12/14/2018,60902,0,0,0,8.59
12/15/2018,60924,0,0,0,8.42
12/16/2018,61005,0,0,0,7.06
12/17/2018,60978,0,0,0,7.73
12/18/2018,61022,0,0,0,3.12
12/19/2018,60949,0,0,0,4.57
12/20/2018,60887,0,0,0,9.52
12/21/2018,60779,0,0,0,12.26
12/22/2018,60726,0,0,0,9.73
12/23/2018,60720,0,0,0,5.48
12/24/2018,60521,0,0,0,6.07
12/25/2018,60602,0,0,1,4.37
12/26/2018,60644,0,0,0,4.98
12/27/2018,60562,0,0,0,5.58
12/28/2018,60466,0,0,0,10.73
12/29/2018,60442,0,0,0,9.38
12/30/2018,60450,0,0,0,3.99
12/31/2018,60488,0,0,0,8.62
1/1/2019,60570,0,0,0,12.29
1/2/2019,60717,0,0,0,4.47
1/3/2019,60734,0,0,0,5.94
1/4/2019,60644,0,0,0,6.49
1/5/2019,60692,0,0,0,7.05
1/6/2019,60907,0,0,0,7.73
1/7/2019,61033,0,0,0,2.19
1/8/2019,60967,0,0,0,6.99
1/9/2019,61113,0,0,0,7.15
1/10/2019,61164,0,0,0,1.23
1/11/2019,61328,0,0,0,-0.54
1/12/2019,61415,0,0,0,0.57
1/13/2019,61279,0,0,0,-0.24
1/14/2019,61255,0,0,0,0.32
1/15/2019,61196,0,0,0,1.36
1/16/2019,61291,0,0,0,3.37
1/17/2019,61298,0,0,0,0.94
1/18/2019,61173,0,0,0,4.01
1/19/2019,61167,0,0,0,3.73
1/20/2019,61227,0,0,0,8.31
1/21/2019,61288,0,0,0,-8.1
1/22/2019,61227,0,0,0,-0.45
1/23/2019,61248,0,0,0,6.2
1/24/2019,61254,0,0,0,11.19
1/25/2019,61186,0,0,0,3.14
1/26/2019,61137,0,0,0,0.71
1/27/2019,61115,0,0,0,6.3
1/28/2019,61155,0,0,0,1.92
1/29/2019,61189,0,0,0,5.29
1/30/2019,61251,0,0,0,1.01
1/31/2019,61204,0,0,0,-7.13
2/1/2019,61079,0,0,0,-6.06
2/2/2019,60995,0,0,0,0.19
2/3/2019,61003,0,0,0,5.43
2/4/2019,61059,0,0,0,7
2/5/2019,61019,0,0,0,10.82
2/6/2019,61084,0,0,0,5.3
2/7/2019,61029,0,0,0,5.16
2/8/2019,60999,0,0,0,9.14
2/9/2019,60921,0,0,0,0.19
2/10/2019,60891,0,0,0,1.04
2/11/2019,60891,0,0,0,2.29
2/12/2019,60878,0,0,0,4.82
2/13/2019,60932,0,0,0,4.46
2/14/2019,60965,0,0,0,4.61
2/15/2019,60811,0,0,0,8.38
2/16/2019,60834,0,0,0,5.46
2/17/2019,60802,0,0,0,1.36
2/18/2019,60730,0,0,0,5.06
2/19/2019,60798,0,0,0,1.18
2/20/2019,60661,0,0,0,3.02
2/21/2019,60678,0,0,0,5.98
2/22/2019,60607,0,0,0,4.35
2/23/2019,60622,0,0,0,3.54
2/24/2019,60673,0,0,0,6.9
2/25/2019,60694,0,0,0,3.98
2/26/2019,60665,0,0,0,1.45
2/27/2019,60620,0,0,0,0.12
2/28/2019,60536,0,0,0,1.51
3/1/2019,60373,0,0,0,2.12
3/2/2019,60365,0,0,0,3.09
3/3/2019,60500,0,0,0,3.76
3/4/2019,60670,0,0,0,2.31
3/5/2019,60450,0,0,0,-0.33
3/6/2019,60500,0,0,0,-3.33
3/7/2019,60624,0,0,0,-0.67
3/8/2019,60422,0,0,0,2.35
3/9/2019,60426,0,0,0,5.12
3/10/2019,60421,0,0,0,6.38
3/11/2019,60512,0,0,0,7.48
3/12/2019,60557,0,0,0,4.34
3/13/2019,60579,0,0,0,5.04
3/14/2019,60386,0,0,0,7.66
3/15/2019,60306,0,0,0,11.62
3/16/2019,60118,0,0,0,8.01
3/17/2019,60210,0,0,0,5.41
3/18/2019,60184,0,0,0,5.4
3/19/2019,60209,0,0,0,6.38
3/20/2019,60277,0,0,0,7.09
3/21/2019,60315,0,0,0,7.09
3/22/2019,60289,0,0,0,7.49
3/23/2019,60103,0,0,0,7.01
3/24/2019,60146,0,0,0,9.8
3/25/2019,60114,0,0,0,8.09
3/26/2019,60066,0,0,0,6.44
3/27/2019,60111,0,0,0,4.67
3/28/2019,60151,0,0,0,7.47
3/29/2019,60051,0,0,0,11.14
3/30/2019,59894,0,0,0,11.3
3/31/2019,59957,0,0,0,10.18
4/1/2019,59951,0,0,0,6.14
4/2/2019,60028,0,0,0,7.18
