Date,Total Individuals in Shelter,Easter,Thanksgiving,Christmas,Temperature
4/3/2019,59991,0,0,0,12.8
4/4/2019,59870,0,0,0,10.71
4/5/2019,59783,0,0,0,6.18
4/6/2019,59735,0,0,0,13.84
4/7/2019,59871,0,0,0,11.58
4/8/2019,59760,0,0,0,16.68
4/9/2019,58710,0,0,0,10.49
4/10/2019,58810,0,0,0,11.61
4/11/2019,58971,0,0,0,8.23
4/12/2019,58757,0,0,0,13.12
4/13/2019,58579,0,0,0,15.59
4/14/2019,58754,0,0,0,14.09
4/15/2019,58759,0,0,0,14.28
4/16/2019,58794,0,0,0,13.26
4/17/2019,58693,0,0,0,11.44
4/18/2019,58593,0,0,0,13.48
4/19/2019,58516,0,0,0,15.46
4/20/2019,58570,0,0,0,14.44
4/21/2019,58640,1,0,0,13.82
4/22/2019,58586,0,0,0,13.71
4/23/2019,58617,0,0,0,17.8
4/24/2019,58649,0,0,0,16.21
4/25/2019,58665,0,0,0,12.35
4/26/2019,58682,0,0,0,13.76
4/27/2019,58645,0,0,0,12.63
4/28/2019,58742,0,0,0,10.98
4/29/2019,58707,0,0,0,11.66
4/30/2019,58712,0,0,0,14.48
5/1/2019,58610,0,0,0,11.58
5/2/2019,58515,0,0,0,15.89
5/3/2019,58350,0,0,0,11.82
5/4/2019,58396,0,0,0,17.24
5/5/2019,58540,0,0,0,11.41
5/6/2019,58565,0,0,0,16.39
5/7/2019,58545,0,0,0,14.87
5/8/2019,58584,0,0,0,15.92
5/9/2019,58617,0,0,0,12.38
5/10/2019,58554,0,0,0,17.19
5/11/2019,58494,0,0,0,17.92
5/12/2019,58630,0,0,0,11.76
5/13/2019,58630,0,0,0,10.15
5/14/2019,58673,0,0,0,11.05
5/15/2019,58686,0,0,0,16.08
5/16/2019,58496,0,0,0,17.98
5/17/2019,58246,0,0,0,17.4
5/18/2019,58226,0,0,0,18.65
5/19/2019,58199,0,0,0,17.95
5/20/2019,58191,0,0,0,21.48
5/21/2019,58145,0,0,0,17.9
5/22/2019,58171,0,0,0,19.82
5/23/2019,58224,0,0,0,17.74
5/24/2019,58067,0,0,0,19.76
5/25/2019,58077,0,0,0,16.76
5/26/2019,58027,0,0,0,23.13
5/27/2019,57968,0,0,0,22.92
5/28/2019,58007,0,0,0,19.07
5/29/2019,58040,0,0,0,21.08
5/30/2019,58092,0,0,0,18.35
5/31/2019,57834,0,0,0,23.34
6/1/2019,57743,0,0,0,20.58
6/2/2019,57935,0,0,0,21.49
6/3/2019,58097,0,0,0,19.23
6/4/2019,58104,0,0,0,18.94
6/5/2019,58093,0,0,0,21.79
6/6/2019,58096,0,0,0,24.76
6/7/2019,57974,0,0,0,21.34
6/8/2019,57844,0,0,0,20.39
6/9/2019,57858,0,0,0,19.21
6/10/2019,58010,0,0,0,19.11
6/11/2019,58004,0,0,0,21.7
6/12/2019,58125,0,0,0,19.29
6/13/2019,58139,0,0,0,17.57
6/14/2019,58127,0,0,0,20.04
6/15/2019,58034,0,0,0,21.69
6/16/2019,58062,0,0,0,21.94
6/17/2019,58170,0,0,0,22.38
6/18/2019,58196,0,0,0,21
6/19/2019,58215,0,0,0,20.98
6/20/2019,58239,0,0,0,22.87
6/21/2019,58089,0,0,0,22.43
6/22/2019,57939,0,0,0,22.99
6/23/2019,58074,0,0,0,23.98
6/24/2019,58041,0,0,0,23.65
6/25/2019,58020,0,0,0,24.51
6/26/2019,58168,0,0,0,26.29
6/27/2019,58064,0,0,0,28.19
6/28/2019,58035,0,0,0,26.96
6/29/2019,57913,0,0,0,26.22
6/30/2019,57910,0,0,0,25.55
7/1/2019,57826,0,0,0,25.44
7/2/2019,57928,0,0,0,26.18
7/3/2019,58027,0,0,0,27.26
7/4/2019,57860,0,0,0,25.71
7/5/2019,58001,0,0,0,25.44
7/6/2019,57971,0,0,0,26.83
7/7/2019,58038,0,0,0,24.82
7/8/2019,58141,0,0,0,23.23
7/9/2019,58198,0,0,0,26.92
7/10/2019,58322,0,0,0,27.05
7/11/2019,58518,0,0,0,24.72
7/12/2019,58172,0,0,0,27.43
7/13/2019,58080,0,0,0,26.63
7/14/2019,58117,0,0,0,28
7/15/2019,58136,0,0,0,26.64
7/16/2019,58119,0,0,0,27.32
7/17/2019,58164,0,0,0,27.87
7/18/2019,58251,0,0,0,27.05
7/19/2019,58115,0,0,0,28.07
7/20/2019,57981,0,0,0,29.94
7/21/2019,57978,0,0,0,30.46
7/22/2019,58165,0,0,0,27.76
7/23/2019,58225,0,0,0,23.77
7/24/2019,58292,0,0,0,25.72
7/25/2019,58251,0,0,0,26.62
7/26/2019,58158,0,0,0,26.98
7/27/2019,58136,0,0,0,26.03
7/28/2019,58289,0,0,0,27.65
7/29/2019,58407,0,0,0,27.94
7/30/2019,58332,0,0,0,28.37
7/31/2019,58402,0,0,0,27.7
8/1/2019,58361,0,0,0,27.8
8/2/2019,58389,0,0,0,26.87
8/3/2019,58394,0,0,0,26.55
8/4/2019,58520,0,0,0,28.23
8/5/2019,58570,0,0,0,25.55
8/6/2019,58656,0,0,0,25
8/7/2019,58688,0,0,0,26.57
8/8/2019,58649,0,0,0,26.81
8/9/2019,58584,0,0,0,26.6
8/10/2019,58600,0,0,0,25.95
8/11/2019,58809,0,0,0,25.24
8/12/2019,58948,0,0,0,26.37
8/13/2019,58934,0,0,0,24.7
8/14/2019,59018,0,0,0,24.47
8/15/2019,59082,0,0,0,24.96
8/16/2019,58910,0,0,0,25.19
8/17/2019,58830,0,0,0,26.02
8/18/2019,59069,0,0,0,27.44
8/19/2019,59024,0,0,0,27.73
8/20/2019,58980,0,0,0,27.55
8/21/2019,59017,0,0,0,26.95
8/22/2019,59009,0,0,0,28.6
8/23/2019,58898,0,0,0,23.48
8/24/2019,58867,0,0,0,23.65
8/25/2019,58953,0,0,0,22.41
8/26/2019,59041,0,0,0,21.8
8/27/2019,58952,0,0,0,21.58
8/28/2019,59142,0,0,0,22.98
8/29/2019,59113,0,0,0,25.53
8/30/2019,58909,0,0,0,25.73
8/31/2019,58867,0,0,0,25.76
9/1/2019,58858,0,0,0,23.37
9/2/2019,58978,0,0,0,24.77
9/3/2019,59098,0,0,0,24.76
9/4/2019,59232,0,0,0,26.01
9/5/2019,59372,0,0,0,22.21
9/6/2019,59298,0,0,0,20
9/7/2019,59245,0,0,0,23.63
9/8/2019,59476,0,0,0,23.79
9/9/2019,59557,0,0,0,23.44
9/10/2019,59561,0,0,0,23.64
9/11/2019,59604,0,0,0,26.33
9/12/2019,59760,0,0,0,26.17
9/13/2019,59616,0,0,0,20.53
9/14/2019,59511,0,0,0,23.51
9/15/2019,59657,0,0,0,25.28
9/16/2019,59705,0,0,0,24.61
9/17/2019,59621,0,0,0,23.64
9/18/2019,59802,0,0,0,20.32
9/19/2019,59836,0,0,0,18.83
9/20/2019,59603,0,0,0,23.81
9/21/2019,59439,0,0,0,25.11
9/22/2019,59523,0,0,0,24.94
9/23/2019,59651,0,0,0,25.94
9/24/2019,59689,0,0,0,24.08
9/25/2019,59746,0,0,0,23.63
9/26/2019,59841,0,0,0,24.33
9/27/2019,59617,0,0,0,22.43
9/28/2019,59626,0,0,0,24.45
9/29/2019,59819,0,0,0,24.53
9/30/2019,59695,0,0,0,20.48
10/1/2019,59634,0,0,0,24.67
10/2/2019,59765,0,0,0,28.87
10/3/2019,59831,0,0,0,18.58
10/4/2019,59756,0,0,0,18.98
10/5/2019,59726,0,0,0,15.05
10/6/2019,59815,0,0,0,21.04
10/7/2019,59856,0,0,0,22.91
10/8/2019,59932,0,0,0,17.52
10/9/2019,59882,0,0,0,15.42
10/10/2019,59960,0,0,0,20.57
10/11/2019,59902,0,0,0,18.26
10/12/2019,59953,0,0,0,18.91
10/13/2019,60126,0,0,0,17.76
10/14/2019,60106,0,0,0,20.72
10/15/2019,60184,0,0,0,17.06
10/16/2019,60128,0,0,0,18.57
10/17/2019,59914,0,0,0,16.14
10/18/2019,60071,0,0,0,16.13
10/19/2019,59917,0,0,0,14.98
10/20/2019,59945,0,0,0,16.12
10/21/2019,60074,0,0,0,17.78
10/22/2019,60100,0,0,0,17.12
10/23/2019,60192,0,0,0,18.14
10/24/2019,60142,0,0,0,17.44
10/25/2019,60035,0,0,0,16.52
10/26/2019,60013,0,0,0,16.24
10/27/2019,60114,0,0,0,20.31
10/28/2019,60120,0,0,0,16.65
10/29/2019,60181,0,0,0,16.23
10/30/2019,60069,0,0,0,17.53
10/31/2019,60002,0,0,0,19.75
11/1/2019,59765,0,0,0,19.44
11/2/2019,59809,0,0,0,11.47
11/3/2019,59978,0,0,0,11.98
11/4/2019,59951,0,0,0,12.92
11/5/2019,59983,0,0,0,15.69
11/6/2019,60121,0,0,0,12.32
11/7/2019,60170,0,0,0,14.1
11/8/2019,60075,0,0,0,6.19
11/9/2019,60096,0,0,0,5.91
11/10/2019,60228,0,0,0,12.01
11/11/2019,60342,0,0,0,14.72
11/12/2019,60479,0,0,0,12.86
11/13/2019,60488,0,0,0,2.72
11/14/2019,60479,0,0,0,8.22
11/15/2019,60401,0,0,0,10.57
11/16/2019,60307,0,0,0,5.3
11/17/2019,60437,0,0,0,7.46
11/18/2019,60463,0,0,0,7.15
11/19/2019,60405,0,0,0,10.23
11/20/2019,60351,0,0,0,7.39
11/21/2019,60339,0,0,0,10.34
11/22/2019,60181,0,0,0,11.26
11/23/2019,60140,0,0,0,7.46
11/24/2019,60166,0,0,0,11.75
11/25/2019,60235,0,0,0,10.33
11/26/2019,60116,0,0,0,13.25
11/27/2019,59947,0,0,0,12.43
11/28/2019,59874,0,1,0,10.07
11/29/2019,59814,0,0,0,6.23
11/30/2019,59909,0,0,0,6.02
12/1/2019,60048,0,0,0,7.08
12/2/2019,60088,0,0,0,4.81
12/3/2019,60051,0,0,0,3.19
12/4/2019,59943,0,0,0,5.08
12/5/2019,59916,0,0,0,5.47
12/6/2019,59867,0,0,0,8.5
12/7/2019,59921,0,0,0,3.73
12/8/2019,60036,0,0,0,6.62
12/9/2019,60043,0,0,0,11.78
12/10/2019,59979,0,0,0,12.52
12/11/2019,60000,0,0,0,5.13
12/12/2019,60039,0,0,0,2.84
12/13/2019,59911,0,0,0,10.4
12/14/2019,59860,0,0,0,12.17
12/15/2019,59997,0,0,0,8.26
12/16/2019,60063,0,0,0,3.11
12/17/2019,59965,0,0,0,5.66
12/18/2019,59947,0,0,0,3.12
12/19/2019,59984,0,0,0,-2.24
12/20/2019,59868,0,0,0,0.56
12/21/2019,59847,0,0,0,2.15
12/22/2019,59917,0,0,0,5.95
12/23/2019,59927,0,0,0,8.22
12/24/2019,59513,0,0,0,6.55
12/25/2019,59655,0,0,1,6.81
12/26/2019,59693,0,0,0,6.98
12/27/2019,59402,0,0,0,9.74
12/28/2019,59289,0,0,0,8.47
12/29/2019,59277,0,0,0,7.22
12/30/2019,59347,0,0,0,7.76
12/31/2019,59027,0,0,0,7.37
1/1/2020,59378,0,0,0,4.07
1/2/2020,59380,0,0,0,7.88
1/3/2020,59251,0,0,0,8.13
1/4/2020,59244,0,0,0,9.68
1/5/2020,59541,0,0,0,5.14
1/6/2020,59498,0,0,0,7.01
1/7/2020,59583,0,0,0,5.75
1/8/2020,59626,0,0,0,4.68
1/9/2020,59813,0,0,0,2.59
1/10/2020,59647,0,0,0,8.94
1/11/2020,59683,0,0,0,12.09
1/12/2020,59774,0,0,0,14.58
1/13/2020,59847,0,0,0,8.22
1/14/2020,60002,0,0,0,7.58
1/15/2020,59905,0,0,0,8.7
1/16/2020,59915,0,0,0,8.62
1/17/2020,59867,0,0,0,0.55
1/18/2020,59790,0,0,0,3.63
1/19/2020,59837,0,0,0,5.54
1/20/2020,59869,0,0,0,-0.49
1/21/2020,59957,0,0,0,0.65
1/22/2020,59888,0,0,0,2.46
1/23/2020,59863,0,0,0,5.5
1/24/2020,59686,0,0,0,7.55
1/25/2020,59729,0,0,0,9.09
1/26/2020,59803,0,0,0,6.82
1/27/2020,59836,0,0,0,6.15
1/28/2020,59753,0,0,0,5.12
1/29/2020,59705,0,0,0,3.43
1/30/2020,59642,0,0,0,2.87
1/31/2020,59494,0,0,0,5.69
2/1/2020,59398,0,0,0,4.89
2/2/2020,59483,0,0,0,5.3
2/3/2020,59473,0,0,0,9.32
2/4/2020,58838,0,0,0,9.79
2/5/2020,58973,0,0,0,7.52
2/6/2020,58962,0,0,0,5.85
2/7/2020,58869,0,0,0,11.8
2/8/2020,58825,0,0,0,4.19
2/9/2020,58914,0,0,0,6.68
2/10/2020,58872,0,0,0,6.86
2/11/2020,58900,0,0,0,6.98
2/12/2020,58863,0,0,0,5.64
2/13/2020,58916,0,0,0,7.68
2/14/2020,58806,0,0,0,3.61
2/15/2020,58850,0,0,0,0.18
2/16/2020,58847,0,0,0,5.71
2/17/2020,58873,0,0,0,7.3
2/18/2020,58852,0,0,0,8.1
2/19/2020,58742,0,0,0,6.79
2/20/2020,58719,0,0,0,1.6
2/21/2020,58670,0,0,0,0.54
2/22/2020,58737,0,0,0,6.76
2/23/2020,58774,0,0,0,8.16
2/24/2020,58696,0,0,0,8.76
2/25/2020,58655,0,0,0,7.89
2/26/2020,58507,0,0,0,7.51
2/27/2020,58543,0,0,0,8.64
2/28/2020,58475,0,0,0,3.98
2/29/2020,58480,0,0,0,1.35
3/1/2020,58451,0,0,0,4.87
3/2/2020,58417,0,0,0,9.33
3/3/2020,58442,0,0,0,10.05
3/4/2020,58341,0,0,0,9.72
3/5/2020,58223,0,0,0,8.12
3/6/2020,58086,0,0,0,7.23
3/7/2020,58105,0,0,0,6.4
3/8/2020,58158,0,0,0,10.18
3/9/2020,58141,0,0,0,13.22
3/10/2020,58120,0,0,0,12.57
3/11/2020,58118,0,0,0,9.9
3/12/2020,58172,0,0,0,8.07
3/13/2020,57990,0,0,0,14.98
3/14/2020,57919,0,0,0,10.11
3/15/2020,58021,0,0,0,9.15
3/16/2020,57881,0,0,0,5.83
3/17/2020,57924,0,0,0,9.98
3/18/2020,57864,0,0,0,8.72
3/19/2020,57813,0,0,0,9.29
3/20/2020,57655,0,0,0,14.51
3/21/2020,57704,0,0,0,11.15
3/22/2020,57836,0,0,0,5.04
3/23/2020,57903,0,0,0,5.11
3/24/2020,57973,0,0,0,9.68
3/25/2020,57975,0,0,0,7.41
3/26/2020,57975,0,0,0,9.87
3/27/2020,57919,0,0,0,14.43
3/28/2020,58014,0,0,0,9.19
3/29/2020,58042,0,0,0,9.19
3/30/2020,58055,0,0,0,7.31
3/31/2020,58098,0,0,0,6.97
4/1/2020,58058,0,0,0,9.9
4/2/2020,57939,0,0,0,11.37
4/3/2020,57982,0,0,0,9.19
4/4/2020,57978,0,0,0,11.62
4/5/2020,58021,0,0,0,11.74
4/6/2020,57980,0,0,0,14.06
4/7/2020,57982,0,0,0,12.29
4/8/2020,57921,0,0,0,14.08
4/9/2020,57842,0,0,0,13.74
4/10/2020,57762,0,0,0,8.27
4/11/2020,57772,0,0,0,10.42
4/12/2020,57776,1,0,0,11.74
4/13/2020,57845,0,0,0,16.55
4/14/2020,57645,0,0,0,11.32
4/15/2020,57584,0,0,0,9.78
4/16/2020,57501,0,0,0,8.1
4/17/2020,57458,0,0,0,8.66
4/18/2020,57501,0,0,0,8.45
4/19/2020,57447,0,0,0,11.71
4/20/2020,57368,0,0,0,9.86
4/21/2020,57282,0,0,0,11.69
4/22/2020,57362,0,0,0,9.07
4/23/2020,57284,0,0,0,7.9
4/24/2020,57138,0,0,0,9.66
4/25/2020,57121,0,0,0,12.3
4/26/2020,57203,0,0,0,8.94
4/27/2020,57169,0,0,0,9.58
4/28/2020,57097,0,0,0,13.87
4/29/2020,56967,0,0,0,10.78
4/30/2020,56876,0,0,0,12.79
5/1/2020,56705,0,0,0,14.89
5/2/2020,56669,0,0,0,16.83
5/3/2020,56645,0,0,0,17.7
5/4/2020,56721,0,0,0,16.13
5/5/2020,56667,0,0,0,13.33
5/6/2020,56766,0,0,0,10.63
5/7/2020,56692,0,0,0,14.28
5/8/2020,56745,0,0,0,10.46
5/9/2020,56771,0,0,0,7.83
5/10/2020,56802,0,0,0,13.23
5/11/2020,56799,0,0,0,13.06
5/12/2020,56636,0,0,0,12.47
5/13/2020,56628,0,0,0,13.14
5/14/2020,56552,0,0,0,14.12
5/15/2020,56492,0,0,0,19.26
5/16/2020,56487,0,0,0,19.84
5/17/2020,56511,0,0,0,13.26
5/18/2020,56461,0,0,0,13.97
5/19/2020,56514,0,0,0,14.83
5/20/2020,56534,0,0,0,13.47
5/21/2020,56480,0,0,0,13.25
5/22/2020,56440,0,0,0,16.82
5/23/2020,56364,0,0,0,17.84
5/24/2020,56334,0,0,0,15.44
5/25/2020,56393,0,0,0,15.3
5/26/2020,56424,0,0,0,17.68
5/27/2020,56442,0,0,0,17.78
5/28/2020,56355,0,0,0,18.25
5/29/2020,56314,0,0,0,20.15
5/30/2020,56167,0,0,0,21.76
5/31/2020,56283,0,0,0,18
6/1/2020,56319,0,0,0,17.76
6/2/2020,56327,0,0,0,18.83
6/3/2020,56249,0,0,0,21.88
6/4/2020,56185,0,0,0,22.08
6/5/2020,56101,0,0,0,21.3
6/6/2020,56022,0,0,0,23.9
6/7/2020,56022,0,0,0,21.07
6/8/2020,56116,0,0,0,21.49
6/9/2020,56082,0,0,0,23.37
6/10/2020,56035,0,0,0,21.34
6/11/2020,56028,0,0,0,21.9
6/12/2020,55961,0,0,0,23.97
6/13/2020,55972,0,0,0,20.8
6/14/2020,56031,0,0,0,19.3
6/15/2020,56070,0,0,0,19.62
6/16/2020,56070,0,0,0,20.36
6/17/2020,55912,0,0,0,20.6
6/18/2020,55810,0,0,0,20.71
6/19/2020,55783,0,0,0,22.42
6/20/2020,55774,0,0,0,23.1
6/21/2020,55769,0,0,0,23.48
6/22/2020,55857,0,0,0,25.85
6/23/2020,55841,0,0,0,24.64
6/24/2020,55659,0,0,0,25.97
6/25/2020,55623,0,0,0,25.49
6/26/2020,55513,0,0,0,26.33
6/27/2020,55513,0,0,0,26.01
6/28/2020,55540,0,0,0,26.85
6/29/2020,55545,0,0,0,27.64
6/30/2020,55553,0,0,0,24.44
7/1/2020,55560,0,0,0,24.51
7/2/2020,55473,0,0,0,28.43
7/3/2020,55373,0,0,0,29.6
7/4/2020,55235,0,0,0,26.01
7/5/2020,55402,0,0,0,28.55
7/6/2020,55504,0,0,0,29.46
7/7/2020,55394,0,0,0,25.08
7/8/2020,55377,0,0,0,26.48
7/9/2020,55456,0,0,0,27.42
7/10/2020,55487,0,0,0,24.52
7/11/2020,55460,0,0,0,25.82
7/12/2020,55362,0,0,0,27.55
7/13/2020,55335,0,0,0,27.33
7/14/2020,55367,0,0,0,27.63
7/15/2020,55251,0,0,0,24.01
7/16/2020,55321,0,0,0,23.33
7/17/2020,55247,0,0,0,26.23
7/18/2020,55160,0,0,0,29.01
7/19/2020,55234,0,0,0,29.19
7/20/2020,55258,0,0,0,30.05
7/21/2020,55296,0,0,0,29.08
7/22/2020,55284,0,0,0,29.3
7/23/2020,55206,0,0,0,27.59
7/24/2020,55123,0,0,0,25.58
7/25/2020,55134,0,0,0,27.74
7/26/2020,55118,0,0,0,29.9
7/27/2020,55076,0,0,0,30.68
7/28/2020,55079,0,0,0,30.61
7/29/2020,55048,0,0,0,28.76
7/30/2020,55090,0,0,0,29.07
7/31/2020,54930,0,0,0,25.02
8/1/2020,54810,0,0,0,28.13
8/2/2020,54956,0,0,0,27.48
8/3/2020,54978,0,0,0,28.76
8/4/2020,54943,0,0,0,26.15
8/5/2020,54868,0,0,0,27.3
8/6/2020,54945,0,0,0,24.05
8/7/2020,54838,0,0,0,24
8/8/2020,54762,0,0,0,25.09
8/9/2020,54841,0,0,0,26.44
8/10/2020,54841,0,0,0,28.09
8/11/2020,54737,0,0,0,27.04
8/12/2020,54907,0,0,0,27.69
8/13/2020,54841,0,0,0,25.23
8/14/2020,54729,0,0,0,27.34
8/15/2020,54764,0,0,0,26.3
8/16/2020,54876,0,0,0,22.75
8/17/2020,54737,0,0,0,24.69
8/18/2020,54662,0,0,0,26.37
8/19/2020,54783,0,0,0,24.19
8/20/2020,54791,0,0,0,24.94
8/21/2020,54710,0,0,0,26.44
8/22/2020,54704,0,0,0,27.27
8/23/2020,54749,0,0,0,26.33
8/24/2020,54756,0,0,0,28.5
8/25/2020,54601,0,0,0,29.04
8/26/2020,54630,0,0,0,25.55
8/27/2020,54697,0,0,0,29.79
8/28/2020,54638,0,0,0,27.84
8/29/2020,54677,0,0,0,26.31
8/30/2020,54655,0,0,0,25.89
8/31/2020,54570,0,0,0,23.74
9/1/2020,54502,0,0,0,24.13
9/2/2020,54623,0,0,0,25.51
9/3/2020,54512,0,0,0,27.52
9/4/2020,54413,0,0,0,27.65
9/5/2020,54436,0,0,0,24.67
9/6/2020,54331,0,0,0,25.65
9/7/2020,54463,0,0,0,24.33
9/8/2020,54477,0,0,0,25.49
9/9/2020,54490,0,0,0,25.13
9/10/2020,54487,0,0,0,25.38
9/11/2020,54423,0,0,0,23.92
9/12/2020,54471,0,0,0,21.31
9/13/2020,54498,0,0,0,23.74
9/14/2020,54368,0,0,0,24.37
9/15/2020,54460,0,0,0,18.12
9/16/2020,54468,0,0,0,21.36
9/17/2020,54438,0,0,0,22.45
9/18/2020,54443,0,0,0,21.54
9/19/2020,54360,0,0,0,17.99
9/20/2020,54426,0,0,0,17.01
9/21/2020,54337,0,0,0,17.87
9/22/2020,54324,0,0,0,21.72
9/23/2020,54173,0,0,0,24.33
9/24/2020,54188,0,0,0,22.16
9/25/2020,54133,0,0,0,22.38
9/26/2020,54090,0,0,0,22.33
9/27/2020,54190,0,0,0,23.28
9/28/2020,54132,0,0,0,22.97
9/29/2020,54136,0,0,0,22.73
9/30/2020,54143,0,0,0,21.48
10/1/2020,54097,0,0,0,21.87
10/2/2020,54103,0,0,0,19.02
10/3/2020,53948,0,0,0,18.61
10/4/2020,54072,0,0,0,18.75
10/5/2020,54041,0,0,0,19.08
10/6/2020,54096,0,0,0,19.72
10/7/2020,54134,0,0,0,22.73
10/8/2020,54059,0,0,0,18.34
10/9/2020,54115,0,0,0,19.76
10/10/2020,54161,0,0,0,21.32
10/11/2020,54190,0,0,0,18.44
10/12/2020,54180,0,0,0,15.63
10/13/2020,54214,0,0,0,17.49
10/14/2020,54066,0,0,0,19.1
10/15/2020,54200,0,0,0,19.87
10/16/2020,54258,0,0,0,18.4
10/17/2020,54236,0,0,0,15.38
10/18/2020,54367,0,0,0,16.54
10/19/2020,54215,0,0,0,17.36
10/20/2020,54236,0,0,0,19.53
10/21/2020,54085,0,0,0,20.12
10/22/2020,54219,0,0,0,20.27
10/23/2020,54227,0,0,0,19.29
10/24/2020,54144,0,0,0,19.57
10/25/2020,54167,0,0,0,13.17
10/26/2020,54174,0,0,0,16.54
10/27/2020,54203,0,0,0,15.64
10/28/2020,54032,0,0,0,17.44
10/29/2020,54084,0,0,0,14.9
10/30/2020,54090,0,0,0,10.03
10/31/2020,54109,0,0,0,7.77
11/1/2020,54124,0,0,0,14.2
11/2/2020,54147,0,0,0,7.5
11/3/2020,54184,0,0,0,12.37
11/4/2020,54019,0,0,0,15.94
11/5/2020,54031,0,0,0,17.06
11/6/2020,53972,0,0,0,17.54
11/7/2020,53918,0,0,0,18.83
11/8/2020,54000,0,0,0,18.92
11/9/2020,53926,0,0,0,18.79
11/10/2020,53842,0,0,0,18.54
11/11/2020,53917,0,0,0,18.15
11/12/2020,53923,0,0,0,17.01
11/13/2020,54006,0,0,0,11.92
11/14/2020,54043,0,0,0,11.17
11/15/2020,54043,0,0,0,17.28
11/16/2020,54016,0,0,0,11.87
11/17/2020,54016,0,0,0,9.54
11/18/2020,53874,0,0,0,4.11
11/19/2020,53877,0,0,0,9.03
11/20/2020,53963,0,0,0,14.63
11/21/2020,53870,0,0,0,15.12
11/22/2020,53797,0,0,0,14.17
11/23/2020,53903,0,0,0,14.47
11/24/2020,53925,0,0,0,8.81
11/25/2020,54008,0,0,0,12.43
11/26/2020,53753,0,1,0,15.72
11/27/2020,53729,0,0,0,14.32
11/28/2020,53743,0,0,0,12.5
11/29/2020,53708,0,0,0,11.21
11/30/2020,53745,0,0,0,16.62
12/1/2020,53686,0,0,0,13.47
12/2/2020,53592,0,0,0,7.19
12/3/2020,53501,0,0,0,9.3
12/4/2020,53634,0,0,0,10.15
12/5/2020,53610,0,0,0,8.65
12/6/2020,53676,0,0,0,5.13
12/7/2020,53686,0,0,0,4.43
12/8/2020,53674,0,0,0,3.3
12/9/2020,53626,0,0,0,4.09
12/10/2020,53698,0,0,0,8.51
12/11/2020,53758,0,0,0,11.54
12/12/2020,53684,0,0,0,12.55
12/13/2020,53694,0,0,0,13.04
12/14/2020,53778,0,0,0,6.42
12/15/2020,53712,0,0,0,4.23
12/16/2020,53682,0,0,0,3.09
12/17/2020,53604,0,0,0,3.7
12/18/2020,53652,0,0,0,0.85
12/19/2020,53630,0,0,0,1.23
12/20/2020,53557,0,0,0,5.23
12/21/2020,53665,0,0,0,5.94
12/22/2020,53442,0,0,0,7.17
12/23/2020,53356,0,0,0,6.26
12/24/2020,53351,0,0,0,14.3
12/25/2020,53385,0,0,1,15.12
12/26/2020,53470,0,0,0,0.89
12/27/2020,53534,0,0,0,2.89
12/28/2020,53349,0,0,0,8.83
12/29/2020,53206,0,0,0,3.48
12/30/2020,53085,0,0,0,5.97
12/31/2020,52874,0,0,0,8.22
